frame_id,main.event_count,main.event_poll_ms,main.resize_sync_ms,main.sync_output_ms,main.assets_update_ms,main.input_update_ms,main.idle_pacing_requested_ms,main.idle_pacing_delay_ms,main.menu_active,main.quit_requested,main.frame_total_ms,assets.frame_id,assets.frame_dt_seconds,assets.idle_frame,assets.dev_mode,assets.runtime_updates_enabled,assets.active_count,assets.filtered_active_count,assets.total_count,assets.world_ms,assets.visibility_ms,assets.visible_scaling_refreshed,assets.runtime_effects_ms,assets.filtered_refresh_ms,assets.render_ms,assets.dev_sync_ms,dev.update_total_ms,dev.room_editor_update_ms,dev.room_editor_ui_ms,dev.other_settings_ms,dev.map_mode_ui_ms,dev.camera_panel_ms,dev.layout_ms,dev.save_ms,dev.active_assets_sync_ms,dev.current_room_sync_ms,dev.active_assets_generation,dev.filtered_assets_generation,dev.set_active_assets_called,dev.current_room_changed,dev.layout_dirty,assets.slow_frame,assets.slow_frame_threshold_ms,assets.startup_safety_active,assets.world_total_ms,assets.world_player_ms,assets.world_non_player_ms,assets.world_movement_flush_ms,assets.world_camera_ms,assets.world_max_dimensions_ms,assets.world_dev_sync_ms,assets.world_pending_assets_ms,assets.world_empty_points_ms,assets.world_full_updates,assets.world_skipped_static_updates,assets.world_trap_candidates,assets.world_active_count,assets.slow_world_update,assets.slow_world_update_threshold_ms,assets.runtime_effects_skipped_startup,assets.runtime_convergence_trace_enabled,assets.runtime_convergence_iterations,assets.runtime_convergence_converged,assets.runtime_convergence_waves,assets.runtime_convergence_children_considered,assets.runtime_convergence_children_updated,assets.runtime_convergence_traversal_refreshes,assets.runtime_convergence_pass_ms,assets.runtime_convergence_refresh_ms,assets.runtime_convergence_stage_ms,assets.slow_runtime_effects,assets.slow_runtime_effects_threshold_ms,assets.runtime_convergence_cap_reached,assets.runtime_convergence_iteration_cap,assets.trap_escape_skipped_startup,assets.trap_escape_skipped_no_movement_assets,assets.trap_escape_ms,assets.trap_escape_processed,assets.trap_escape_skipped,assets.trap_escape_queries,assets.trap_escape_unstuck,assets.trap_escape_candidates,assets.slow_trap_escape,assets.slow_trap_escape_threshold_ms,assets.render_should_render,assets.render_suppressed,assets.render_has_opengl_renderer,assets.render_ui_overlay_texture,assets.render_ui_overlay_active,assets.render_ui_overlay_prepare_ms,assets.render_active_count,assets.render_submit_succeeded,assets.frame_rebuild_requests,assets.frame_rebuild_executions,assets.frame_rebuild_coalesced,assets.slow_runtime_asset_pass,assets.slow_runtime_asset_name,assets.slow_runtime_asset_ms,assets.slow_runtime_asset_geometry_refresh,assets.slow_runtime_asset_camera_only,assets.slow_runtime_asset_frame_index,dynamic_spawn.active,dynamic_spawn.suspended,dynamic_spawn.planned_cells,dynamic_spawn.spawned,dynamic_spawn.reused,dynamic_spawn.deleted,dynamic_spawn.suspended_this_sync,dynamic_spawn.sync_ms,audio.update_ms,camera.projection_w,camera.projection_h,camera.visible_left,camera.visible_top,camera.visible_right,camera.visible_bottom,camera.frustum_min_z,camera.frustum_max_z,camera.depth_culled,camera.nodes_visited,camera.branches_skipped,camera.transition_state,camera.transition_target_x,camera.transition_target_y,camera.transition_velocity_x,camera.transition_velocity_y,camera.transition_blend_factor,camera.transition_settle_time_remaining,render.loop_label,render.diagnostics_frame,render.window_w,render.window_h,render.window_px_w,render.window_px_h,render.output_w,render.output_h,render.target_w,render.target_h,render.target_is_backbuffer,render.viewport_x,render.viewport_y,render.viewport_w,render.viewport_h,render.clip_x,render.clip_y,render.clip_w,render.clip_h,render.postprocess_target,render.frame_cpu_ms,render.render_thread_cpu_ms,render.draw_submission_ms,render.present_block_ms,render.present_interval_ms,render.ui_overlay_cache_hit,render.ui_overlay_content_dirty,render.ui_overlay_redraw_reason,render.present_interval_known,render.present_calls,render.pass_count,render.copy_pass_count,render.compute_pass_count,render.draw_calls,render.target_switches,render.texture_create_count,render.texture_destroy_count,render.gpu_buffer_create_count,render.gpu_buffer_destroy_count,render.cpu_light_gather_ms,render.cpu_light_mask_ms,render.gpu_light_tiles,render.gpu_light_naive,render.gpu_light_tiled,render.pipeline_cache_hits,render.pipeline_cache_misses,render.pipeline_cache_hit_rate,render.sdl_target_calls,render.sdl_draw_calls,render.gpu_failed_frames,render.renderer_path,render.backend,render.present_mode,render.texture_memory_known,render.texture_memory_mb,render.floor_packet_count,render.xy_sprite_packet_count,render.active_depth_layer_count,render.blur_pass_count,render.skipped_texture_count,render.failed_texture_names,render.packets_per_depth_layer,render.blur_strength_per_layer,render.composite_layers_submitted,render.stage_timings,render.ui_overlay_active,render.ui_overlay_redrawn,render.ui_overlay_prepare_ms,render.submit_succeeded,render.projection_calls_total,render.projection_calls_saved_early,render.assets_stageA_reject,render.assets_stageC_entered,render.projection_recompute_budget,render.projection_points_deferred,render.projection_points_updated,render.warn_target_half_output,render.warn_viewport_y_nonzero,render.warn_clip_y_nonzero,render.warn_projection_output_mismatch,scale_trace.asset_name,scale_trace.asset_frame_id,scale_trace.asset_source,scale_trace.asset_perspective,scale_trace.asset_base,scale_trace.asset_scale,scale_trace.asset_delta,scale_trace.anchor_asset_name,scale_trace.anchor_camera_state,scale_trace.anchor_source,scale_trace.anchor_resolver,scale_trace.anchor_render,scale_trace.anchor_delta,scale_trace.mode_toggle_mode,scale_trace.mode_toggle_camera_state,scale_trace.mode_toggle_active_generation,extra_metrics
1318,0,16.1219,,0.0033,2.3013,0.0003,,,0,0,18.5367,1318,0.018608,0,0,1,174,174,622,0.3421,0.613,1,0.8467,0.0017,0.4605,0.0001,0,0,0,0,0,0,0,0,0,0,1847,1847,0,0,0,0,25,0,0.3276,0.1115,0.1939,0.001,0.0042,0.0003,0.0001,0.0004,0.0102,139,35,1,174,0,12.5,,0,2,1,3,42,34,1,0.5774,0.2606,0.8384,0,8,0,8,,,0.0038,1,142,1,0,1,0,8,1,0,1,0,0,0.0016,174,1,3,2,1,,,,,,,184,312,6358,0,0,0,0,0.0457,0.0006,1920,1200,-384,0,2304,1680,27137,37530,3,279,0,,,,,,,,MenuUI,1318,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.4529,0,0.4376,0.0424,18.5942,1,0,no_content,1,1,2,0,0,132,2,0,0,0,0,0,0,0,0,0,0,0,1,2,132,0,opengl,opengl,vsync,0,0,6,162,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.2794 ensure_targets=0.0001 floor=0.0119 xy=0.0331 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0016 ui_copy=0 backbuffer=0.0312 submit=0.4376,0,0,0.0016,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1319,0,14.346,,0.0026,2.2225,0.0001,,,0,0,16.6819,1319,0.016861,0,0,1,173,173,622,0.279,0.6268,1,0.811,0.0016,0.466,0.0001,0,0,0,0,0,0,0,0,0,0,1849,1849,0,0,0,0,25,0,0.2641,0.0691,0.1761,0.0011,0.0042,0.0003,0.0001,0.0004,0.007,139,35,1,174,0,12.5,,0,2,1,3,41,34,1,0.5435,0.259,0.8029,0,8,0,8,,,0.004,1,141,1,0,1,0,8,1,0,1,0,0,0.0017,173,1,3,2,1,,,,,,,184,312,6358,0,0,0,0,0.0469,0.0006,1920,1200,-384,0,2304,1680,27137,37530,3,279,0,,,,,,,,MenuUI,1319,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.4581,0,0.4427,0.0454,16.7398,1,0,no_content,1,1,2,0,0,132,2,0,0,0,0,0,0,0,0,0,0,0,1,2,132,0,opengl,opengl,vsync,0,0,6,163,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.2793 ensure_targets=0 floor=0.0121 xy=0.0311 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0017 ui_copy=0 backbuffer=0.0325 submit=0.4427,0,0,0.0017,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1320,1,8.3673,,0.0019,2.5085,0.0004,,,0,0,10.9959,1320,0.010811,0,0,1,173,173,622,0.5111,0.6247,1,0.8585,0.0018,0.4646,0.0001,0,0,0,0,0,0,0,0,0,0,1850,1850,0,0,0,0,25,0,0.4913,0.1117,0.3554,0.0022,0.0056,0.0005,0.0002,0.0005,0.0057,138,35,1,173,0,12.5,,0,2,1,3,36,34,1,0.5861,0.2632,0.8498,0,8,0,8,,,0.0109,1,141,1,0,1,0,8,1,0,1,0,0,0.001,173,1,3,2,1,,,,,,,184,312,6358,0,0,0,0,0.0506,0.0006,1920,1200,-384,0,2304,1680,27137,37530,3,279,0,,,,,,,,MenuUI,1320,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.4572,0,0.4417,0.0392,11.0513,1,0,no_content,1,1,2,0,0,131,2,0,0,0,0,0,0,0,0,0,0,0,1,2,131,0,opengl,opengl,vsync,0,0,6,163,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.286 ensure_targets=0 floor=0.012 xy=0.0297 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.001 ui_copy=0 backbuffer=0.0335 submit=0.4417,0,0,0.001,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1321,0,15.1488,,0.0026,2.3501,0.0002,,,0,0,17.6135,1321,0.017856,0,0,1,174,174,622,0.3338,0.6045,1,0.9034,0.0017,0.4704,0.0001,0,0,0,0,0,0,0,0,0,0,1852,1852,0,0,0,0,25,0,0.3198,0.1099,0.1817,0.0011,0.0039,0.0003,0.0001,0.0006,0.0087,138,35,1,173,0,12.5,,0,2,1,3,42,34,1,0.6345,0.2607,0.8957,0,8,0,8,,,0.013,1,142,1,0,1,0,8,1,0,1,0,0,0.0014,174,1,3,2,1,,,,,,,184,312,6358,0,0,0,0,0.0478,0.0006,1920,1200,-384,0,2304,1680,27137,37530,3,279,0,,,,,,,,MenuUI,1321,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.4627,0,0.4438,0.0471,17.6592,1,0,no_content,1,1,2,0,0,134,2,0,0,0,0,0,0,0,0,0,0,0,1,2,134,0,opengl,opengl,vsync,0,0,6,164,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.2889 ensure_targets=0 floor=0.0177 xy=0.0386 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0014 ui_copy=0 backbuffer=0.0316 submit=0.4438,0,0,0.0014,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1322,1,10.034,,0.0011,2.3304,0.0003,,,0,0,12.4557,1322,0.012585,0,0,1,174,174,622,0.2951,0.652,1,0.8922,0.0016,0.4547,0,0,0,0,0,0,0,0,0,0,0,1853,1853,0,0,0,0,25,0,0.2795,0.067,0.1877,0.001,0.0036,0.0002,0.0001,0.0003,0.014,139,35,1,174,0,12.5,,0,2,1,3,36,34,1,0.6005,0.2831,0.884,0,8,0,8,,,0.0059,1,142,1,0,1,0,8,1,0,1,0,0,0.001,174,1,3,2,1,,,,,,,184,312,6358,0,0,0,0,0.049,0.0007,1920,1200,-384,0,2304,1680,27137,37530,3,279,0,,,,,,,,MenuUI,1322,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.4474,0,0.4323,0.0385,12.5178,1,0,no_content,1,1,2,0,0,134,2,0,0,0,0,0,0,0,0,0,0,0,1,2,134,0,opengl,opengl,vsync,0,0,6,164,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.2801 ensure_targets=0 floor=0.0121 xy=0.0323 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.001 ui_copy=0 backbuffer=0.0296 submit=0.4323,0,0,0.001,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1323,0,15.4716,,0.0036,2.3521,0.0002,,,0,0,17.9337,1323,0.018007,0,0,1,173,173,622,0.3657,0.6061,1,0.8757,0.0018,0.4671,0,0,0,0,0,0,0,0,0,0,0,1855,1855,0,0,0,0,25,0,0.3485,0.1048,0.2294,0.0013,0.0034,0.0003,0.0002,0.0003,0.0032,139,35,1,174,0,12.5,,0,2,1,3,42,34,1,0.5999,0.2668,0.8671,0,8,0,8,,,0.0038,1,141,1,0,1,0,8,1,0,1,0,0,0.0015,173,1,3,2,1,,,,,,,184,312,6358,0,0,0,0,0.0486,0.0007,1920,1200,-384,0,2304,1680,27137,37530,3,279,0,,,,,,,,MenuUI,1323,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.4591,0,0.4436,0.0431,17.9904,1,0,no_content,1,1,2,0,0,134,2,0,0,0,0,0,0,0,0,0,0,0,1,2,134,0,opengl,opengl,vsync,0,0,6,163,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.2883 ensure_targets=0.0001 floor=0.0121 xy=0.0317 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0015 ui_copy=0 backbuffer=0.0307 submit=0.4436,0,0,0.0015,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1324,1,10.8353,,0.0011,2.5101,0.0002,,,0,0,13.4407,1324,0.013387,0,0,1,173,173,622,0.283,0.7026,1,1.0297,0.0016,0.4584,0,0,0,0,0,0,0,0,0,0,0,1856,1856,0,0,0,0,25,0,0.2678,0.0643,0.1866,0.0013,0.0038,0.0002,0.0001,0.0002,0.0055,138,35,1,173,0,12.5,,0,2,1,3,36,34,1,0.7016,0.3192,1.0213,0,8,0,8,,,0.0043,1,141,1,0,1,0,8,1,0,1,0,0,0.0012,173,1,3,2,1,,,,,,,184,312,6358,0,0,0,0,0.0703,0.0006,1920,1200,-384,0,2304,1680,27137,37530,3,279,0,,,,,,,,MenuUI,1324,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.4511,0,0.4364,0.0385,13.5016,1,0,no_content,1,1,2,0,0,133,2,0,0,0,0,0,0,0,0,0,0,0,1,2,133,0,opengl,opengl,vsync,0,0,6,163,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.2841 ensure_targets=0.0001 floor=0.0121 xy=0.0315 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0012 ui_copy=0 backbuffer=0.0295 submit=0.4364,0,0,0.0012,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1325,0,14.6117,,0.0032,2.3673,0.0006,,,0,0,17.0945,1325,0.017323,0,0,1,173,173,622,0.2867,0.631,1,0.9547,0.0017,0.4571,0,0,0,0,0,0,0,0,0,0,0,1857,1857,0,0,0,0,25,0,0.2727,0.0731,0.1754,0.0011,0.0041,0.0003,0.0001,0.0005,0.0117,138,35,1,173,0,12.5,,0,2,1,3,42,34,1,0.652,0.2938,0.9465,0,8,0,8,,,0.0038,1,141,1,0,1,0,8,1,0,1,0,0,0.0014,173,1,3,2,1,,,,,,,184,312,6358,0,0,0,0,0.0526,0.0006,1920,1200,-384,0,2304,1680,27137,37530,3,279,0,,,,,,,,MenuUI,1325,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.4493,0,0.4345,0.0441,17.1416,1,0,no_content,1,1,2,0,0,133,2,0,0,0,0,0,0,0,0,0,0,0,1,2,133,0,opengl,opengl,vsync,0,0,6,163,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.2788 ensure_targets=0 floor=0.012 xy=0.0328 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0014 ui_copy=0 backbuffer=0.0296 submit=0.4345,0,0,0.0014,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1326,1,11.3419,,0.001,2.2624,0.0004,,,0,0,13.6992,1326,0.013905,0,0,1,173,173,622,0.3394,0.6078,1,0.8211,0.0016,0.4591,0,0,0,0,0,0,0,0,0,0,0,1858,1858,0,0,0,0,25,0,0.3256,0.1089,0.1944,0.0009,0.0037,0.0002,0.0001,0.0002,0.0119,138,35,1,173,0,12.5,,0,2,1,3,36,34,1,0.553,0.2596,0.8132,0,8,0,8,,,0.0038,1,141,1,0,1,0,8,1,0,1,0,0,0.001,173,1,3,2,1,,,,,,,184,312,6358,0,0,0,0,0.0456,0.0006,1920,1200,-384,0,2304,1680,27137,37530,3,279,0,,,,,,,,MenuUI,1326,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.4521,0,0.434,0.0384,13.7564,1,0,no_content,1,1,2,0,0,133,2,0,0,0,0,0,0,0,0,0,0,0,1,2,133,0,opengl,opengl,vsync,0,0,6,163,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.28 ensure_targets=0.0001 floor=0.012 xy=0.0312 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.001 ui_copy=0 backbuffer=0.0304 submit=0.434,0,0,0.001,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1327,0,15.0984,,0.0053,2.6439,0.0001,,,0,0,17.8815,1327,0.017593,0,0,1,173,173,622,0.4788,0.7539,1,0.902,0.0017,0.4594,0,0,0,0,0,0,0,0,0,0,0,1859,1859,0,0,0,0,25,0,0.4599,0.1136,0.3031,0.0025,0.0097,0.0007,0.0002,0.0006,0.0198,138,35,1,173,0,12.5,,0,2,1,3,42,34,1,0.5902,0.3034,0.8939,0,8,0,8,,,0.0037,1,141,1,0,1,0,8,1,0,1,0,0,0.0015,173,1,3,2,1,,,,,,,184,312,6358,0,0,0,0,0.0575,0.0007,1920,1200,-384,0,2304,1680,27137,37530,3,279,0,,,,,,,,MenuUI,1327,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.4517,0,0.4367,0.0425,17.9357,1,0,no_content,1,1,2,0,0,133,2,0,0,0,0,0,0,0,0,0,0,0,1,2,133,0,opengl,opengl,vsync,0,0,6,163,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.2813 ensure_targets=0 floor=0.012 xy=0.0317 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0015 ui_copy=0 backbuffer=0.0315 submit=0.4367,0,0,0.0015,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1328,1,11.5573,,0.0009,3.9831,0.0003,,,0,0,15.6376,1328,0.014399,0,0,1,173,173,622,1.996,0.6087,1,0.8911,0.0017,0.4505,0.0001,0,0,0,0,0,0,0,0,0,0,1860,1860,0,0,0,0,25,0,1.979,0.0656,1.8967,0.0016,0.0046,0.0002,0.0001,0.0003,0.0049,138,35,1,173,0,12.5,,0,2,1,3,42,34,1,0.6185,0.263,0.8821,0,8,0,8,,,0.0038,1,141,1,0,1,0,8,1,0,1,0,0,0.001,173,1,3,2,1,,,,,,,184,312,6358,0,0,0,0,0.0521,0.0006,1920,1200,-384,0,2304,1680,27137,37530,3,279,0,,,,,,,,MenuUI,1328,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.4437,0,0.4277,0.0403,15.6959,1,0,no_content,1,1,2,0,0,133,2,0,0,0,0,0,0,0,0,0,0,0,1,2,133,0,opengl,opengl,vsync,0,0,6,163,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.2817 ensure_targets=0 floor=0.0119 xy=0.0309 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.001 ui_copy=0 backbuffer=0.029 submit=0.4277,0,0,0.001,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1329,0,15.039,,0.0027,2.3838,0.0001,,,0,0,17.5402,1329,0.019229,0,0,1,174,174,622,0.3168,0.6416,1,0.9116,0.0016,0.4761,0,0,0,0,0,0,0,0,0,0,0,1862,1862,0,0,0,0,25,0,0.3031,0.1125,0.1722,0.001,0.0044,0.0003,0.0002,0.0003,0.0062,138,35,1,173,0,12.5,,0,2,1,3,42,34,1,0.6406,0.2627,0.9037,0,8,0,8,,,0.0038,1,142,1,0,1,0,8,1,0,1,0,0,0.0016,174,1,3,2,1,,,,,,,184,312,6358,0,0,0,0,0.0462,0.0009,1920,1200,-384,0,2304,1680,27137,37530,3,279,0,,,,,,,,MenuUI,1329,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.4686,0,0.4528,0.048,17.5895,1,0,no_content,1,1,2,0,0,134,2,0,0,0,0,0,0,0,0,0,0,0,1,2,134,0,opengl,opengl,vsync,0,0,6,164,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.2796 ensure_targets=0.0001 floor=0.0154 xy=0.0312 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0016 ui_copy=0 backbuffer=0.0302 submit=0.4528,0,0,0.0016,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1330,1,9.7064,,0.0008,2.3981,0.0004,,,0,0,12.1976,1330,0.012292,0,0,1,174,174,622,0.2643,0.639,1,0.8747,0.003,0.5817,0,0,0,0,0,0,0,0,0,0,0,1863,1863,0,0,0,0,25,0,0.2521,0.061,0.1692,0.0009,0.0035,0.0001,0,0.0003,0.0118,139,35,1,174,0,12.5,,0,2,1,3,41,34,1,0.5779,0.284,0.8624,0,8,0,8,,,0.0063,1,142,1,0,1,0,8,1,0,1,0,0,0.0015,174,1,3,2,1,,,,,,,184,312,6358,0,0,0,0,0.0483,0.0005,1920,1200,-384,0,2304,1680,27137,37530,3,279,0,,,,,,,,MenuUI,1330,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.572,0,0.5568,0.0385,12.2582,1,0,no_content,1,1,2,0,0,133,2,0,0,0,0,0,0,0,0,0,0,0,1,2,133,0,opengl,opengl,vsync,0,0,6,164,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.4027 ensure_targets=0 floor=0.0125 xy=0.0281 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0015 ui_copy=0 backbuffer=0.0342 submit=0.5568,0,0,0.0015,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1331,0,14.8501,,0.0021,2.4813,0.0002,,,0,0,17.4345,1331,0.017436,0,0,1,174,174,622,0.3558,0.6531,1,0.9591,0.0017,0.4747,0,0,0,0,0,0,0,0,0,0,0,1864,1864,0,0,0,0,25,0,0.3406,0.1132,0.2084,0.0012,0.0039,0.0003,0.0001,0.0003,0.0078,139,35,1,174,0,12.5,,0,2,1,3,42,34,1,0.6656,0.2844,0.9507,0,8,0,8,,,0.0042,1,142,1,0,1,0,8,1,0,1,0,0,0.0015,174,1,3,2,1,,,,,,,184,312,6358,0,0,0,0,0.0574,0.0006,1920,1200,-384,0,2304,1680,27137,37530,3,279,0,,,,,,,,MenuUI,1331,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.4673,0,0.4516,0.0431,17.4804,1,0,no_content,1,1,2,0,0,134,2,0,0,0,0,0,0,0,0,0,0,0,1,2,134,0,opengl,opengl,vsync,0,0,6,164,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.2804 ensure_targets=0 floor=0.0129 xy=0.0328 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0015 ui_copy=0 backbuffer=0.035 submit=0.4516,0,0,0.0015,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1332,1,10.3133,,0.0006,2.1246,0.0004,,,0,0,12.5223,1332,0.012992,0,0,1,175,175,622,0.2452,0.5693,1,0.8214,0.0017,0.4547,0,0,0,0,0,0,0,0,0,0,0,1866,1866,0,0,0,0,25,0,0.2311,0.0552,0.1576,0.0009,0.0036,0.0001,0.0003,0.0003,0.0089,139,35,1,174,0,12.5,,0,2,1,3,41,34,1,0.5532,0.26,0.8137,0,8,0,8,,,0.0039,1,143,1,0,1,0,8,1,0,1,0,0,0.001,175,1,3,2,1,,,,,,,184,312,6358,0,0,0,0,0.0467,0.0008,1920,1200,-384,0,2304,1680,27137,37530,3,279,0,,,,,,,,MenuUI,1332,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.4476,0,0.4322,0.0356,12.5918,1,0,no_content,1,1,2,0,0,135,2,0,0,0,0,0,0,0,0,0,0,0,1,2,135,0,opengl,opengl,vsync,0,0,6,165,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.2778 ensure_targets=0 floor=0.0122 xy=0.031 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.001 ui_copy=0 backbuffer=0.0326 submit=0.4322,0,0,0.001,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1333,0,15.0549,,0.0015,2.2554,0.0001,,,0,0,17.404,1333,0.017364,0,0,1,175,175,622,0.246,0.6063,1,0.914,0.0017,0.4555,0.0001,0,0,0,0,0,0,0,0,0,0,1867,1867,0,0,0,0,25,0,0.2314,0.0551,0.1574,0.0011,0.0042,0.0001,0.0001,0.0003,0.0085,140,35,1,175,0,12.5,,0,2,1,3,42,34,1,0.6458,0.2593,0.9057,0,8,0,8,,,0.004,1,143,1,0,1,0,8,1,0,1,0,0,0.0013,175,1,3,2,1,,,,,,,184,312,6358,0,0,0,0,0.0474,0.0008,1920,1200,-384,0,2304,1680,27137,37530,3,279,0,,,,,,,,MenuUI,1333,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.4481,0,0.4326,0.039,17.4592,1,0,no_content,1,1,2,0,0,134,2,0,0,0,0,0,0,0,0,0,0,0,1,2,134,0,opengl,opengl,vsync,0,0,6,165,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.2818 ensure_targets=0 floor=0.0122 xy=0.0317 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0013 ui_copy=0 backbuffer=0.0315 submit=0.4326,0,0,0.0013,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
1334,1,12.0426,,0.0006,2.1866,0.0004,,,0,0,14.3143,1334,0.014477,0,0,1,175,175,622,0.3116,0.5941,1,0.7986,0.0016,0.448,0,0,0,0,0,0,0,0,0,0,0,1868,1868,0,0,0,0,25,0,0.297,0.0996,0.1752,0.001,0.0036,0.0001,0.0002,0.0002,0.0114,140,35,1,175,0,12.5,,0,2,1,3,36,34,1,0.5257,0.2639,0.7902,0,8,0,8,,,0.0036,1,143,1,0,1,0,8,1,0,1,0,0,0.0011,175,1,3,2,1,,,,,,,184,312,6358,0,0,0,0,0.0485,0.0005,1920,1200,-384,0,2304,1680,27137,37530,3,279,0,,,,,,,,MenuUI,1334,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.4408,0,0.4255,0.0346,14.3692,1,0,no_content,1,1,2,0,0,135,2,0,0,0,0,0,0,0,0,0,0,0,1,2,135,0,opengl,opengl,vsync,0,0,6,165,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.2797 ensure_targets=0 floor=0.012 xy=0.0319 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0011 ui_copy=0 backbuffer=0.0292 submit=0.4255,0,0,0.0011,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
