frame_id,main.event_count,main.event_poll_ms,main.resize_sync_ms,main.sync_output_ms,main.assets_update_ms,main.input_update_ms,main.idle_pacing_requested_ms,main.idle_pacing_delay_ms,main.menu_active,main.quit_requested,main.frame_total_ms,assets.frame_id,assets.frame_dt_seconds,assets.idle_frame,assets.dev_mode,assets.runtime_updates_enabled,assets.active_count,assets.filtered_active_count,assets.total_count,assets.world_ms,assets.visibility_ms,assets.visible_scaling_refreshed,assets.runtime_effects_ms,assets.filtered_refresh_ms,assets.render_ms,assets.dev_sync_ms,dev.update_total_ms,dev.room_editor_update_ms,dev.room_editor_ui_ms,dev.other_settings_ms,dev.map_mode_ui_ms,dev.camera_panel_ms,dev.layout_ms,dev.save_ms,dev.active_assets_sync_ms,dev.current_room_sync_ms,dev.active_assets_generation,dev.filtered_assets_generation,dev.set_active_assets_called,dev.current_room_changed,dev.layout_dirty,assets.slow_frame,assets.slow_frame_threshold_ms,assets.startup_safety_active,assets.world_total_ms,assets.world_player_ms,assets.world_non_player_ms,assets.world_movement_flush_ms,assets.world_camera_ms,assets.world_max_dimensions_ms,assets.world_dev_sync_ms,assets.world_pending_assets_ms,assets.world_empty_points_ms,assets.world_full_updates,assets.world_skipped_static_updates,assets.world_trap_candidates,assets.world_active_count,assets.slow_world_update,assets.slow_world_update_threshold_ms,assets.runtime_effects_skipped_startup,assets.runtime_convergence_trace_enabled,assets.runtime_convergence_iterations,assets.runtime_convergence_converged,assets.runtime_convergence_waves,assets.runtime_convergence_children_considered,assets.runtime_convergence_children_updated,assets.runtime_convergence_traversal_refreshes,assets.runtime_convergence_pass_ms,assets.runtime_convergence_refresh_ms,assets.runtime_convergence_stage_ms,assets.slow_runtime_effects,assets.slow_runtime_effects_threshold_ms,assets.runtime_convergence_cap_reached,assets.runtime_convergence_iteration_cap,assets.trap_escape_skipped_startup,assets.trap_escape_skipped_no_movement_assets,assets.trap_escape_ms,assets.trap_escape_processed,assets.trap_escape_skipped,assets.trap_escape_queries,assets.trap_escape_unstuck,assets.trap_escape_candidates,assets.slow_trap_escape,assets.slow_trap_escape_threshold_ms,assets.render_should_render,assets.render_suppressed,assets.render_has_opengl_renderer,assets.render_ui_overlay_texture,assets.render_ui_overlay_active,assets.render_ui_overlay_prepare_ms,assets.render_active_count,assets.render_submit_succeeded,assets.frame_rebuild_requests,assets.frame_rebuild_executions,assets.frame_rebuild_coalesced,assets.slow_runtime_asset_pass,assets.slow_runtime_asset_name,assets.slow_runtime_asset_ms,assets.slow_runtime_asset_geometry_refresh,assets.slow_runtime_asset_camera_only,assets.slow_runtime_asset_frame_index,dynamic_spawn.active,dynamic_spawn.suspended,dynamic_spawn.planned_cells,dynamic_spawn.spawned,dynamic_spawn.reused,dynamic_spawn.deleted,dynamic_spawn.suspended_this_sync,dynamic_spawn.sync_ms,audio.update_ms,camera.projection_w,camera.projection_h,camera.visible_left,camera.visible_top,camera.visible_right,camera.visible_bottom,camera.frustum_min_z,camera.frustum_max_z,camera.depth_culled,camera.nodes_visited,camera.branches_skipped,camera.transition_state,camera.transition_target_x,camera.transition_target_y,camera.transition_velocity_x,camera.transition_velocity_y,camera.transition_blend_factor,camera.transition_settle_time_remaining,render.loop_label,render.diagnostics_frame,render.window_w,render.window_h,render.window_px_w,render.window_px_h,render.output_w,render.output_h,render.target_w,render.target_h,render.target_is_backbuffer,render.viewport_x,render.viewport_y,render.viewport_w,render.viewport_h,render.clip_x,render.clip_y,render.clip_w,render.clip_h,render.postprocess_target,render.frame_cpu_ms,render.render_thread_cpu_ms,render.draw_submission_ms,render.present_block_ms,render.present_interval_ms,render.ui_overlay_cache_hit,render.ui_overlay_content_dirty,render.ui_overlay_redraw_reason,render.present_interval_known,render.present_calls,render.pass_count,render.copy_pass_count,render.compute_pass_count,render.draw_calls,render.target_switches,render.texture_create_count,render.texture_destroy_count,render.gpu_buffer_create_count,render.gpu_buffer_destroy_count,render.cpu_light_gather_ms,render.cpu_light_mask_ms,render.gpu_light_tiles,render.gpu_light_naive,render.gpu_light_tiled,render.pipeline_cache_hits,render.pipeline_cache_misses,render.pipeline_cache_hit_rate,render.sdl_target_calls,render.sdl_draw_calls,render.gpu_failed_frames,render.renderer_path,render.backend,render.present_mode,render.texture_memory_known,render.texture_memory_mb,render.floor_packet_count,render.xy_sprite_packet_count,render.active_depth_layer_count,render.blur_pass_count,render.skipped_texture_count,render.failed_texture_names,render.packets_per_depth_layer,render.blur_strength_per_layer,render.composite_layers_submitted,render.stage_timings,render.ui_overlay_active,render.ui_overlay_redrawn,render.ui_overlay_prepare_ms,render.submit_succeeded,render.projection_calls_total,render.projection_calls_saved_early,render.assets_stageA_reject,render.assets_stageC_entered,render.projection_recompute_budget,render.projection_points_deferred,render.projection_points_updated,render.warn_target_half_output,render.warn_viewport_y_nonzero,render.warn_clip_y_nonzero,render.warn_projection_output_mismatch,scale_trace.asset_name,scale_trace.asset_frame_id,scale_trace.asset_source,scale_trace.asset_perspective,scale_trace.asset_base,scale_trace.asset_scale,scale_trace.asset_delta,scale_trace.anchor_asset_name,scale_trace.anchor_camera_state,scale_trace.anchor_source,scale_trace.anchor_resolver,scale_trace.anchor_render,scale_trace.anchor_delta,scale_trace.mode_toggle_mode,scale_trace.mode_toggle_camera_state,scale_trace.mode_toggle_active_generation,extra_metrics
225,0,15.7058,,0.002,3.2707,0.0004,,,0,0,19.1608,225,0.018569,0,0,1,189,189,317,0.4668,0.9559,1,0.8061,0.004,0.9667,0.0001,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,25,0,0.441,0.1611,0.2687,0,0.0033,0.0003,0.0002,0.0004,0,152,37,1,189,0,12.5,,0,1,1,1,12,0,0,0.7875,0,0.789,0,8,0,8,,,0.0324,1,160,1,0,1,0,8,1,0,1,0,0,0.002,189,1,1,1,0,,,,,,,176,15,6358,0,0,0,0,0.1382,0.0005,1920,1200,-384,0,2304,1680,25600,31992,0,268,0,,,,,,,,MenuUI,225,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.9545,0,0.9271,0.0559,19.2559,1,0,no_content,1,1,2,0,0,149,2,0,0,0,0,0,0,0,0,0,0,0,1,2,149,0,opengl,opengl,vsync,0,0,0,184,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.6807 ensure_targets=0.0001 floor=0.0038 xy=0.0791 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.002 ui_copy=0 backbuffer=0.0559 submit=0.9271,0,0,0.002,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
226,0,15.16,,0.0025,6.5184,0.0004,,,0,0,21.8496,226,0.018761,0,0,1,189,189,317,0.8121,2.7262,1,0.8221,0.0039,2.0816,0.0002,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,25,0,0.781,0.4827,0.2862,0,0.0036,0.0002,0.0002,0.0004,0.0003,152,37,1,189,0,12.5,,0,1,1,1,6,0,0,0.7998,0,0.8016,0,8,0,8,,,0.0411,1,160,1,0,1,0,8,1,0,1,0,0,0.0025,189,1,1,1,0,,,,,,,176,15,6358,0,0,0,0,0.1426,0.0008,1920,1200,-384,0,2304,1680,25600,31992,0,268,0,,,,,,,,MenuUI,226,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,2.0675,0,2.0333,0.0624,21.9534,1,0,no_content,1,1,2,0,0,149,2,0,0,0,0,0,0,0,0,0,0,0,1,2,149,0,opengl,opengl,vsync,0,0,0,184,0,0,0,,,,direct_scene->ui_overlay,frame_build=1.7799 ensure_targets=0.0001 floor=0.0044 xy=0.0796 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0025 ui_copy=0 backbuffer=0.0608 submit=2.0333,0,0,0.0025,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
227,0,14.6381,,0.0025,3.7566,0.0005,,,0,0,18.5596,227,0.021524,0,0,1,189,189,317,0.6045,1.1746,1,0.8422,0.004,1.0662,0.0001,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,25,0,0.5167,0.1501,0.3546,0.0001,0.0038,0.0003,0.0003,0.0003,0.0001,152,37,1,189,0,12.5,,0,1,1,1,12,0,0,0.8223,0,0.8238,0,8,0,8,,,0.0366,1,160,1,0,1,0,8,1,0,1,0,0,0.0022,189,1,1,1,0,,,,,,,176,15,6358,0,0,0,0,0.167,0.0007,1920,1200,-384,0,2304,1680,25600,31992,0,268,0,,,,,,,,MenuUI,227,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,1.0525,0,1.015,0.0593,18.6992,1,0,no_content,1,1,2,0,0,149,2,0,0,0,0,0,0,0,0,0,0,0,1,2,149,0,opengl,opengl,vsync,0,0,0,184,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.802 ensure_targets=0 floor=0.0041 xy=0.075 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0022 ui_copy=0 backbuffer=0.059 submit=1.015,0,0,0.0022,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
228,0,17.1699,,0.0039,4.2196,0.0003,,,0,0,21.5885,228,0.021348,0,0,1,189,189,317,2.2449,0.7047,1,0.5415,0.0024,0.663,0,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,25,0,2.219,0.1604,2.0412,0,0.0045,0.0003,0.0002,0.0008,0.0002,152,37,1,189,0,12.5,,0,1,1,1,6,0,0,0.5284,0,0.5292,0,8,0,8,,,0.0185,1,160,1,0,1,0,8,1,0,1,0,0,0.0021,189,1,1,1,0,,,,,,,176,15,6358,0,0,0,0,0.1284,0.001,1920,1200,-384,0,2304,1680,25600,31992,0,268,0,,,,,,,,MenuUI,228,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.6534,0,0.6307,0.0527,21.751,1,0,no_content,1,1,2,0,0,148,2,0,0,0,0,0,0,0,0,0,0,0,1,2,148,0,opengl,opengl,vsync,0,0,0,184,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.4543 ensure_targets=0.0001 floor=0.0034 xy=0.0523 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0021 ui_copy=0 backbuffer=0.0444 submit=0.6307,0,0,0.0021,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
229,0,15.6218,,0.003,2.698,0.0003,,,0,0,18.4601,229,0.020114,0,0,1,189,189,317,0.4855,0.7639,1,0.6264,0.0026,0.7687,0,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,25,0,0.4636,0.1713,0.2807,0,0.0032,0.0004,0.0001,0.0003,0.0001,152,37,1,189,0,12.5,,0,1,1,1,12,0,0,0.6038,0,0.6045,0,8,0,8,,,0.0191,1,160,1,0,1,0,8,1,0,1,0,0,0.0019,189,1,1,1,0,,,,,,,176,15,6358,0,0,0,0,0.1463,0.0008,1920,1200,-384,0,2304,1680,25600,31992,0,268,0,,,,,,,,MenuUI,229,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.7585,0,0.7368,0.0519,18.5394,1,0,no_content,1,1,2,0,0,148,2,0,0,0,0,0,0,0,0,0,0,0,1,2,148,0,opengl,opengl,vsync,0,0,0,184,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.4905 ensure_targets=0.0001 floor=0.0033 xy=0.0567 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0019 ui_copy=0 backbuffer=0.0602 submit=0.7368,0,0,0.0019,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
230,0,15.0461,,0.0037,2.7891,0.0003,,,0,0,17.9884,230,0.018013,0,0,1,189,189,317,0.5926,0.8399,1,0.5226,0.0025,0.7611,0.0001,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,25,0,0.5579,0.2105,0.3319,0.0001,0.0048,0.0004,0.0001,0.0004,0.0001,152,37,1,189,0,12.5,,0,1,1,1,3,0,0,0.5102,0,0.5109,0,8,0,8,,,0.0234,1,160,1,0,1,0,8,1,0,1,0,0,0.0021,189,1,1,1,0,,,,,,,176,15,6358,0,0,0,0,0.2037,0.001,1920,1200,-384,0,2304,1680,25600,31992,0,268,0,,,,,,,,MenuUI,230,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.7501,0,0.7233,0.052,18.0528,1,0,no_content,1,1,2,0,0,148,2,0,0,0,0,0,0,0,0,0,0,0,1,2,148,0,opengl,opengl,vsync,0,0,0,184,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.4533 ensure_targets=0.0001 floor=0.0043 xy=0.0602 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0021 ui_copy=0 backbuffer=0.046 submit=0.7233,0,0,0.0021,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
231,0,15.803,,0.0024,3.4114,0.0006,,,0,0,19.4219,231,0.018893,0,0,1,189,189,317,0.6728,0.8473,1,0.7907,0.003,1.01,0.0002,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,25,0,0.6387,0.2017,0.423,0.0001,0.0048,0.0003,0.0001,0.0005,0.0001,152,37,1,189,0,12.5,,0,1,1,1,15,0,0,0.776,0,0.7767,0,8,0,8,,,0.0369,1,160,1,0,1,0,8,1,0,1,0,0,0.002,189,1,1,1,0,,,,,,,176,15,6358,0,0,0,0,0.209,0.0008,1920,1200,-384,0,2304,1680,25600,31992,0,268,0,,,,,,,,MenuUI,231,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.9949,0,0.9447,0.0774,19.4651,1,0,no_content,1,1,2,0,0,148,2,0,0,0,0,0,0,0,0,0,0,0,1,2,148,0,opengl,opengl,vsync,0,0,0,184,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.5103 ensure_targets=0 floor=0.0073 xy=0.1073 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.002 ui_copy=0 backbuffer=0.087 submit=0.9447,0,0,0.002,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
232,0,14.6725,,0.0026,2.4605,0.0003,,,0,0,17.2639,232,0.018429,0,0,1,189,189,317,0.4156,0.7204,1,0.5199,0.0025,0.7503,0.0001,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,25,0,0.3958,0.133,0.2514,0,0.0033,0.0002,0.0001,0.0004,0.0001,152,37,1,189,0,12.5,,0,1,1,1,3,0,0,0.5077,0,0.5083,0,8,0,8,,,0.0182,1,160,1,0,1,0,8,1,0,1,0,0,0.0019,189,1,1,1,0,,,,,,,176,15,6358,0,0,0,0,0.1335,0.0006,1920,1200,-384,0,2304,1680,25600,31992,0,268,0,,,,,,,,MenuUI,232,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.7273,0,0.7009,0.0498,17.3995,1,0,no_content,1,1,2,0,0,149,2,0,0,0,0,0,0,0,0,0,0,0,1,2,149,0,opengl,opengl,vsync,0,0,0,184,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.463 ensure_targets=0 floor=0.0045 xy=0.0584 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0019 ui_copy=0 backbuffer=0.0454 submit=0.7009,0,0,0.0019,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
233,0,15.1485,,0.0038,2.8713,0.0003,,,0,0,18.1725,233,0.017874,0,0,1,189,189,317,0.6429,0.7837,1,0.6026,0.0024,0.7723,0,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,25,0,0.6088,0.2041,0.3894,0.0001,0.0047,0.0005,0.0001,0.0005,0.0004,152,37,1,189,0,12.5,,0,1,1,1,12,0,0,0.5901,0,0.5907,0,8,0,8,,,0.019,1,160,1,0,1,0,8,1,0,1,0,0,0.0021,189,1,1,1,0,,,,,,,176,15,6358,0,0,0,0,0.1977,0.0008,1920,1200,-384,0,2304,1680,25600,31992,0,268,0,,,,,,,,MenuUI,233,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.7606,0,0.7347,0.0512,18.2353,1,0,no_content,1,1,2,0,0,149,2,0,0,0,0,0,0,0,0,0,0,0,1,2,149,0,opengl,opengl,vsync,0,0,0,184,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.4543 ensure_targets=0 floor=0.0047 xy=0.0643 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0021 ui_copy=0 backbuffer=0.0457 submit=0.7347,0,0,0.0021,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
234,0,15.0731,,0.003,2.7387,0.0003,,,0,0,17.9494,234,0.018209,0,0,1,189,189,317,0.6048,0.7305,1,0.5686,0.0026,0.7626,0.0001,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,25,0,0.5683,0.2056,0.3478,0.0001,0.0047,0.0003,0.0001,0.0005,0.0001,152,37,1,189,0,12.5,,0,1,1,1,6,0,0,0.5563,0,0.5572,0,8,0,8,,,0.0187,1,160,1,0,1,0,8,1,0,1,0,0,0.0019,189,1,1,1,0,,,,,,,176,15,6358,0,0,0,0,0.1769,0.0007,1920,1200,-384,0,2304,1680,25600,31992,0,268,0,,,,,,,,MenuUI,234,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.7515,0,0.7247,0.0493,18.0254,1,0,no_content,1,1,2,0,0,149,2,0,0,0,0,0,0,0,0,0,0,0,1,2,149,0,opengl,opengl,vsync,0,0,0,184,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.4579 ensure_targets=0 floor=0.0048 xy=0.0581 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0019 ui_copy=0 backbuffer=0.0466 submit=0.7247,0,0,0.0019,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
235,0,15.362,,0.004,3.2718,0.0021,,,0,0,18.8309,235,0.018368,0,0,1,189,189,317,0.6052,1.1465,1,0.6243,0.0025,0.8241,0,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,25,0,0.5707,0.2158,0.3378,0.0001,0.0049,0.0005,0.0001,0.0005,0.0001,152,37,1,189,0,12.5,,0,1,1,1,3,0,0,0.6098,0,0.6104,0,8,0,8,,,0.0299,1,160,1,0,1,0,8,1,0,1,0,0,0.0027,189,1,1,1,0,,,,,,,176,15,6358,0,0,0,0,0.204,0.0011,1920,1200,-384,0,2304,1680,25600,31992,0,268,0,,,,,,,,MenuUI,235,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.8106,0,0.7832,0.0869,18.8523,1,0,no_content,1,1,2,0,0,149,2,0,0,0,0,0,0,0,0,0,0,0,1,2,149,0,opengl,opengl,vsync,0,0,0,184,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.5051 ensure_targets=0 floor=0.0045 xy=0.063 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0027 ui_copy=0 backbuffer=0.0479 submit=0.7832,0,0,0.0027,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
236,1,7.723,,0.0012,3.4745,0.0007,,,0,0,11.4286,236,0.011316,0,0,1,189,189,317,0.4226,0.6987,1,1.1067,0.0078,1.1587,0.0001,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,25,0,0.4059,0.128,0.2662,0.0001,0.0028,0.0003,0.0002,0.0004,0,152,37,1,189,0,12.5,,0,2,1,1,15,2,1,0.6201,0.3824,1.0033,0,8,0,8,,,0.0064,1,160,1,0,1,0,8,1,0,1,0,0,0.002,189,1,2,2,1,,,,,,,176,15,6358,0,0,0,0,0.0647,0.0009,1920,1200,-384,0,2304,1680,25600,31992,0,268,0,,,,,,,,MenuUI,236,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,1.1398,0,1.0852,0.0823,11.4334,1,0,no_content,1,1,2,0,0,149,2,0,0,0,0,0,0,0,0,0,0,0,1,2,149,0,opengl,opengl,vsync,0,0,0,184,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.7079 ensure_targets=0 floor=0.0074 xy=0.1063 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.002 ui_copy=0 backbuffer=0.1148 submit=1.0852,0,0,0.002,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
237,1,2.3676,,0.0005,2.7697,0.0005,,,0,0,5.3254,237,0.006297,0,0,1,189,189,317,0.2939,0.6059,1,0.9283,0.0025,0.894,0.0001,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,25,0,0.2745,0.1082,0.1547,0.0001,0.003,0.0002,0.0001,0.0003,0.0036,152,37,1,189,0,12.5,,0,2,1,1,3,3,1,0.5434,0.373,0.917,0,8,0,8,,,0.0064,1,160,1,0,1,0,8,1,0,1,0,0,0.0011,189,1,2,2,1,,,,,,,176,15,6358,0,0,0,0,0.0639,0.0005,1920,1200,-384,0,2304,1680,25600,31992,0,268,0,,,,,,,,MenuUI,237,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.8842,0,0.8617,0.035,5.5078,1,0,no_content,1,1,2,0,0,149,2,0,0,0,0,0,0,0,0,0,0,0,1,2,149,0,opengl,opengl,vsync,0,0,0,184,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.7019 ensure_targets=0 floor=0.0026 xy=0.0482 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0011 ui_copy=0 backbuffer=0.0371 submit=0.8617,0,0,0.0011,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
238,1,3.7852,,0.0004,2.6362,0.0005,,,0,0,6.5471,238,0.006848,0,0,1,189,189,317,0.2724,0.6269,1,1.0317,0.0027,0.6572,0.0001,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,25,0,0.2564,0.0948,0.1495,0.0001,0.003,0.0002,0,0.0002,0.0037,152,37,1,189,0,12.5,,0,2,1,1,3,2,1,0.6228,0.3964,1.02,0,8,0,8,,,0.0066,1,160,1,0,1,0,8,1,0,1,0,0,0.0014,189,1,2,2,1,,,,,,,176,15,6358,0,0,0,0,0.065,0.0005,1920,1200,-384,0,2304,1680,25600,31992,0,268,0,,,,,,,,MenuUI,238,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.648,0,0.6274,0.0453,6.6804,1,0,no_content,1,1,2,0,0,149,2,0,0,0,0,0,0,0,0,0,0,0,1,2,149,0,opengl,opengl,vsync,0,0,0,184,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.4476 ensure_targets=0 floor=0.0025 xy=0.0535 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0014 ui_copy=0 backbuffer=0.0397 submit=0.6274,0,0,0.0014,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
239,1,5.7851,,0.0007,3.1324,0.0003,,,0,0,9.0439,239,0.008705,0,0,1,189,189,317,0.3138,0.6135,1,1.1892,0.0027,0.9678,0,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,25,0,0.2969,0.1028,0.182,0.0001,0.0027,0.0002,0.0002,0.0002,0.0036,152,37,1,189,0,12.5,,0,2,1,1,3,3,1,0.7263,0.4492,1.1761,0,8,0,8,,,0.0073,1,160,1,0,1,0,8,1,0,1,0,0,0.0013,189,1,2,2,1,,,,,,,176,15,6358,0,0,0,0,0.0745,0.0008,1920,1200,-384,0,2304,1680,25600,31992,0,268,0,,,,,,,,MenuUI,239,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.9577,0,0.9336,0.0449,9.1549,1,0,no_content,1,1,2,0,0,148,2,0,0,0,0,0,0,0,0,0,0,0,1,2,148,0,opengl,opengl,vsync,0,0,0,184,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.621 ensure_targets=0.0006 floor=0.0035 xy=0.0807 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0013 ui_copy=0 backbuffer=0.0407 submit=0.9336,0,0,0.0013,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
240,1,1.9595,,0.0006,2.7009,0.0002,,,0,0,4.7512,240,0.005314,0,0,1,189,189,317,0.2889,0.6365,1,1.0227,0.0026,0.7079,0,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,25,0,0.2703,0.1076,0.1511,0,0.0029,0.0001,0.0001,0.0004,0.0035,152,37,1,189,0,12.5,,0,2,1,1,3,2,1,0.6382,0.3727,1.0118,0,8,0,8,,,0.0066,1,160,1,0,1,0,8,1,0,1,0,0,0.0011,189,1,2,2,1,,,,,,,176,15,6358,0,0,0,0,0.0627,0.0004,1920,1200,-384,0,2304,1680,25600,31992,0,268,0,,,,,,,,MenuUI,240,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,0.6987,0,0.6772,0.0314,4.8377,1,0,no_content,1,1,2,0,0,148,2,0,0,0,0,0,0,0,0,0,0,0,1,2,148,0,opengl,opengl,vsync,0,0,0,184,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.454 ensure_targets=0 floor=0.0026 xy=0.0467 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0011 ui_copy=0 backbuffer=0.0473 submit=0.6772,0,0,0.0011,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
241,1,3.9683,,0.0009,5.8606,0.0003,,,0,0,9.942,241,0.007047,0,0,1,189,189,317,0.3504,0.5853,1,0.9797,0.0026,3.8939,0.0001,0,0,0,0,0,0,0,0,0,0,61,61,0,0,0,0,25,0,0.3308,0.1096,0.21,0,0.0029,0.0002,0.0001,0.0003,0.0031,152,37,1,189,0,12.5,,0,2,1,1,12,3,1,0.584,0.3836,0.9683,0,8,0,8,,,0.0065,1,160,1,0,1,0,8,1,0,1,0,0,0.0012,189,1,2,2,1,,,,,,,176,15,6358,0,0,0,0,0.0663,0.0004,1920,1200,-384,0,2304,1680,25600,31992,0,268,0,,,,,,,,MenuUI,241,1920,1200,1920,1200,1920,1200,1920,1200,1,0,0,1920,1200,0,0,0,0,1920x1200,3.8824,0,3.8515,0.0451,10.1757,1,0,no_content,1,1,2,0,0,148,2,0,0,0,0,0,0,0,0,0,0,0,1,2,148,0,opengl,opengl,vsync,0,0,0,184,0,0,0,,,,direct_scene->ui_overlay,frame_build=0.4467 ensure_targets=0.0001 floor=0.0049 xy=0.0611 dof=0 dof_motion_skip=0 dof_last_ms=0 composite=0 ui_prepare=0.0012 ui_copy=0 backbuffer=0.0439 submit=3.8515,0,0,0.0012,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
